Student_ID,College,Year_of_Study,Branch,CGPA,Backlogs_Active,Primary_Domain,Languages_Known,Frameworks_Known,LeetCode_Easy_Solved,LeetCode_Medium_Solved,LeetCode_Hard_Solved,Total_LeetCode_Solved,DSA_Consistency_Score_0to1,Daily_Coding_Streak_Days,Competitive_Programming_Tier,Number_of_Internships,Best_Internship_Quality,Number_of_Projects,Best_Project_Type,GitHub_Commit_Activity,Open_Source_PRs_Merged,System_Design_Level,System_Design_Books_Read,OS_Networking_Knowledge,Communication_Skill,Attitude_Towards_Prep,Mock_Interviews_Done,Behavioral_Prep_Level,Reading_Habits,Certifications,Hackathon_Wins,LinkedIn_Followers,Tech_Blog_Posts_Written,Resume_Quality,Referral_Status,Networking_Effort,Consistency_Score_0to1,Interview_Rounds_Cleared,Final_Offer_Status,FAANG_Ready_Label
T3CS0463,Bansal College,2,CSE,8.86,1,Systems,"JavaScript, SQL, Bash, TypeScript","React, TensorFlow, Flutter, Express",116,283,22,421,0.24,278,Candidate Master,1,Open Source Contribution Only,8,Original Team,Rarely,5,Knows basics well,Grokking SD,Strong,Excellent,Neutral,0,None,Books (DSA/System Design),Azure Fundamentals,2,361,1,Average,Yes - Weak Referral,None,0.71,1,Offer from Mid Company,No
T3CS0464,Renaissance College,4,CSE,8.13,1,Systems,"Go, SQL, Kotlin","TensorFlow, Django",99,44,46,189,0.36,0,Master,1,No Internship,4,Production Deployed,Daily,2,Surface knowledge,None,Weak,Below Average,Motivated,1,None,Books (DSA/System Design),GCP Associate,3,3727,5,Good but not ATS,Professor Referral,Active Outreach,0.26,0,No Offer,No
T3CS0465,Chameli Devi Group,3,CSE,9.83,1,Systems,C++,PyTorch,126,124,10,260,0.17,155,LeetCode Knight (near),1,Open Source Contribution Only,4,Original Team,Monthly,2,Not started,None,Moderate,Excellent,Highly Motivated,5,Basic (STAR method),Occasional,Google ML Crash Course,0,1284,0,ATS Optimized + Strong,Professor Referral,Passive (just LinkedIn),0.81,0,FAANG Offer (Deferred),Yes
T3CS0466,Truba Institute,3,CSE,7.19,1,DevOps,"Bash, TypeScript",Spring Boot,233,110,92,435,0.19,139,LeetCode Knight,1,Service Company (Tier-3),7,Production Deployed,Daily,10,Not started,Grokking SD,Strong,Good,Motivated,0,Practiced 10+,Weekly Tech Blogs,GCP Associate,0,514,15,Average,Alumni Referral,None,0.78,2,No Offer,No
T3CS0467,Patel College of Science,4,CSE,6.79,0,Backend,"TypeScript, JavaScript","Django, React, FastAPI",69,30,14,113,0.33,157,Unrated/NA,1,No Internship,5,Team Clone,Monthly,0,Surface knowledge,None,Strong,Good,Low Effort,3,Practiced 10+,Occasional,Azure Fundamentals,0,448,20,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.54,2,No Offer,No
T3CS0468,IES IPS Academy,4,CSE,9.41,0,Cybersecurity,"Python, Rust",Flutter,59,69,74,202,0.27,0,Candidate Master,1,Startup (<10 emp),6,Production Deployed,Daily,50,Can design distributed systems,Grokking SD,Strong,Poor,Highly Motivated,20,Basic (STAR method),Books (DSA/System Design),Multiple Certs,0,1855,0,Average,Alumni Referral,None,0.86,2,Offer from Startup,No
T3CS0469,TIT Bhopal,2,CSE,6.51,0,ML/AI,"Java, TypeScript, Rust","PyTorch, Spring Boot, Django",84,20,27,131,0.25,115,Expert (CF),2,Product Company,4,Original Team,Weekly,0,Not started,Grokking SD,Strong,Poor,Highly Motivated,3,Practiced 10+,Daily Tech Reading,Google ML Crash Course,0,4969,3,ATS Optimized,Professor Referral,Strong Network,0.58,2,No Offer,No
T3CS0470,Acropolis Institute,3,CSE,9.83,1,Android/iOS,"Kotlin, Java",PyTorch,77,41,12,130,0.3,153,Top 50% LeetCode,0,No Internship,5,Research Project,Rarely,5,No idea,Grokking SD,None,Average,Highly Motivated,7,Practiced 10+,Occasional,Multiple Certs,5,3562,20,Weak,No Referral,Active Outreach,0.45,0,No Offer,No
T3CS0471,Shri Vaishnav Institute,4,CSE,5.55,0,Backend,"Kotlin, TypeScript, C++, Go, Java","Spring Boot, Node.js",129,226,44,399,0.21,285,Top 50% LeetCode,0,Service Company (Tier-3),2,Original Solo,None,50,Knows basics well,None,None,Average,Neutral,15,Basic (STAR method),Weekly Tech Blogs,Multiple Certs,3,2520,3,Average,Alumni Referral,Strong Network,0.43,5,No Offer,No
T3CS0472,Truba Institute,3,CSE,9.86,0,Data Engineering,"Kotlin, C++","Flutter, Express",93,60,39,192,0.19,0,LeetCode Guardian,0,Product Company,7,Original Team,Monthly,3,No idea,Grokking + DDIA,Moderate,Good,Highly Motivated,3,None,Occasional,Google ML Crash Course,0,3081,15,Good but not ATS,Yes - Weak Referral,None,0.34,0,No Offer,No
T3CS0473,IES IPS Academy,3,CSE,5.69,5,Systems,"C++, Bash, Kotlin, Python, SQL","Django, Spring Boot",119,211,51,381,0.69,227,Top 10% LeetCode,1,Startup (<10 emp),4,Production Deployed,Monthly,5,No idea,None,Strong,Good,Passive,30,None,Daily Tech Reading,GCP Associate,1,1428,0,ATS Optimized + Strong,Professor Referral,Passive (just LinkedIn),0.63,0,Offer from Startup,No
T3CS0474,LNCT Bhopal,2,CSE,9.51,0,Backend,"Java, Python, Kotlin, Go","Spring Boot, Django, Node.js, FastAPI, Express",197,24,27,248,0.83,165,Unrated/NA,0,MAANG/FAANG Adjacent,5,Solo Clone,Monthly,50,Not started,DDIA,Moderate,Good,Highly Motivated,15,None,Occasional,Meta Frontend Cert,0,3967,20,Average,Alumni Referral,Passive (just LinkedIn),0.89,1,Offer from Mid Company,No
T3CS0475,Malwa Institute,3,CSE,7.87,1,Cybersecurity,"Java, Bash, Python","Spring Boot, Flutter",125,0,60,185,0.14,90,Top 25% LeetCode,1,Startup (<10 emp),3,Team Clone,Monthly,3,Surface knowledge,Grokking + DDIA,Weak,Average,Neutral,20,Practiced 30+,Never,AWS Certified,2,922,2,Average,Yes - Weak Referral,Passive (just LinkedIn),0.45,1,No Offer,No
T3CS0476,Patel College of Science,4,CSE,9.97,0,Systems,"Rust, TypeScript, Bash, SQL",Express,120,104,40,264,0.23,47,Top 50% LeetCode,1,No Internship,5,Original Solo,Weekly,10,Knows basics well,None,None,Good,Low Effort,1,None,Occasional,AWS Certified,0,3137,0,Weak,Yes - Weak Referral,None,0.62,5,No Offer,No
T3CS0477,Malwa Institute,4,CSE,5.83,1,Cybersecurity,"SQL, JavaScript, Bash, Python, Java, Go","Spring Boot, Next.js",129,75,21,225,0.31,39,LeetCode Knight (near),2,Product Company,6,Solo Clone,Monthly,20,Surface knowledge,Grokking SD,Weak,Average,Motivated,10,Practiced 10+,Never,Meta Frontend Cert,5,2159,10,ATS Optimized + Strong,Alumni Referral,Passive (just LinkedIn),0.61,1,No Offer,No
T3CS0478,LNCT Bhopal,3,CSE,7.99,1,Android/iOS,"Kotlin, Go, SQL, Rust, C++","FastAPI, Spring Boot",165,187,40,392,0.72,297,Master,1,Small Startup (10-50),9,Original Solo,None,15,Can design distributed systems,DDIA,Moderate,Excellent,Motivated,15,Practiced 10+,Weekly Tech Blogs,GCP Associate,0,2547,1,Weak,Professor Referral,Active Outreach,0.63,2,No Offer,No
T3CS0479,Patel College of Science,2,CSE,9.86,0,ML/AI,JavaScript,TensorFlow,0,0,0,0,0.14,2,LeetCode Knight,1,Service Company (Tier-3),4,Original Team,Daily,3,Not started,None,Moderate,Average,Neutral,10,None,Daily Tech Reading,AWS Certified,2,2979,0,No Resume Yet,Yes - Weak Referral,Passive (just LinkedIn),0.57,1,No Offer,No
T3CS0480,SIRT Bhopal,4,CSE,7.85,0,ML/AI,"Python, Java, Bash, TypeScript, C++",FastAPI,117,0,32,149,0.16,148,Top 50% LeetCode,3,Mid Startup (50-200),8,Original Team,None,50,No idea,DDIA,Moderate,Below Average,Highly Motivated,1,Basic (STAR method),Occasional,Coursera Specialization,3,2281,10,Average,Yes - Strong Referral,Passive (just LinkedIn),0.66,5,No Offer,No
T3CS0481,Acropolis Institute,4,CSE,8.33,5,ML/AI,"Python, Java",Django,18,154,25,197,0.4,168,Top 25% LeetCode,2,Service Company (Tier-2),6,Production Deployed,Monthly,15,Surface knowledge,DDIA,Moderate,Average,Motivated,7,Practiced 10+,Daily Tech Reading,GCP Associate,1,2649,10,ATS Optimized,Alumni Referral,None,0.33,0,No Offer,No
T3CS0482,Chameli Devi Group,4,CSE,8.63,0,Cybersecurity,"TypeScript, Rust",Flutter,93,28,48,169,0.19,100,LeetCode Guardian,3,No Internship,2,Original Team,Monthly,10,Knows basics,Grokking SD,None,Excellent,Motivated,0,None,Never,AWS Certified,1,313,2,ATS Optimized + Strong,Alumni Referral,None,0.68,0,Offer from Mid Company,No
T3CS0483,TIT Bhopal,4,CSE,7.55,0,DevOps,"JavaScript, Go","Next.js, TensorFlow, Spring Boot",104,120,43,267,0.4,0,Pupil,0,Service Company (Tier-2),2,Solo Clone,None,5,Not started,Grokking SD,None,Excellent,Highly Motivated,5,None,Occasional,None,1,2613,0,Good but not ATS,Professor Referral,None,0.57,0,No Offer,No
T3CS0484,LNCT Bhopal,2,CSE,8.32,0,DevOps,"Python, Bash, Go","Flutter, Express, Node.js",197,121,92,410,0.2,293,Top 50% LeetCode,3,Service Company (Tier-2),7,Production Deployed,Daily,1,Can design distributed systems,Multiple SD Books,Weak,Excellent,Highly Motivated,5,Basic (STAR method),Rarely,Meta Frontend Cert,3,3083,10,ATS Optimized + Strong,No Referral,Active Outreach,0.62,2,Offer from Mid Company,No
T3CS0485,SGSITS Indore,2,CSE,8.13,0,Cybersecurity,C++,PyTorch,162,74,0,236,0.11,103,Expert (CF),0,Open Source Contribution Only,8,Solo Clone,Rarely,2,Knows basics,DDIA,Moderate,Average,Low Effort,20,Practiced 30+,Weekly Tech Blogs,GCP Associate,0,2256,20,Average,Yes - Strong Referral,Active Outreach,0.2,1,No Offer,No
T3CS0486,Truba Institute,3,CSE,9.56,0,Android/iOS,"Kotlin, SQL, JavaScript, C++","TensorFlow, FastAPI",192,129,11,332,0.55,143,LeetCode Knight,1,Mid Startup (50-200),3,Research Project,Daily,5,Knows basics,None,None,Good,Motivated,30,None,Occasional,Google ML Crash Course,0,1037,15,No Resume Yet,Yes - Strong Referral,Passive (just LinkedIn),0.78,2,No Offer,No
T3CS0487,NRI Institute,3,CSE,5.7,4,Android/iOS,"Java, C++, JavaScript","FastAPI, React",72,149,43,264,0.17,123,Candidate Master,2,Service Company (Tier-2),2,Production Deployed,Weekly,3,No idea,Grokking SD,Strong,Average,Neutral,1,None,Rarely,AWS Certified,0,3489,3,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.47,1,No Offer,No
T3CS0488,Malwa Institute,3,CSE,6.76,0,Systems,"JavaScript, TypeScript, Rust, Python","FastAPI, PyTorch, Next.js",154,218,4,376,0.23,137,Pupil,1,Product Company,1,Original Solo,Monthly,50,Can design distributed systems,DDIA,Weak,Average,Passive,0,Basic (STAR method),Daily Tech Reading,Google ML Crash Course,0,2634,3,Good but not ATS,Yes - Strong Referral,Active Outreach,0.67,0,No Offer,No
T3CS0489,Chameli Devi Group,4,CSE,9.78,1,Backend,"Kotlin, TypeScript, Go, Python, JavaScript, SQL","PyTorch, Django, React, TensorFlow, Node.js",259,270,63,592,0.7,255,LeetCode Knight,1,Product Company,6,Open Source Contrib,None,50,Knows basics,Grokking + DDIA,Weak,Good,Motivated,1,None,Books (DSA/System Design),GCP Associate,0,3983,1,Good but not ATS,Professor Referral,None,0.94,2,No Offer,No
T3CS0490,NRI Institute,3,CSE,9.51,0,Cybersecurity,SQL,React,23,0,0,23,0.1,41,Top 50% LeetCode,1,Open Source Contribution Only,3,Production Deployed,Rarely,3,Not started,DDIA,Strong,Excellent,Motivated,30,Fully Prepped,Books (DSA/System Design),GCP Associate,0,1778,1,Good but not ATS,Alumni Referral,Passive (just LinkedIn),0.35,1,No Offer,No
T3CS0491,Patel College of Science,2,CSE,7.55,0,DevOps,"Rust, Kotlin, JavaScript","Next.js, Flutter, PyTorch, Node.js",41,0,21,62,0.22,176,Top 25% LeetCode,0,Small Startup (10-50),6,Solo Clone,Monthly,0,Knows basics well,Grokking SD,Moderate,Average,Neutral,2,Practiced 10+,Weekly Tech Blogs,Coursera Specialization,0,3895,3,No Resume Yet,Professor Referral,None,0.44,0,No Offer,No
T3CS0492,RJIT Gwalior,3,CSE,8.29,0,Backend,"Bash, Kotlin, JavaScript, C++","Flutter, FastAPI, Node.js",113,137,39,289,0.49,49,LeetCode Knight (near),0,Open Source Contribution Only,5,Original Team,Monthly,5,Surface knowledge,None,Moderate,Good,Highly Motivated,3,Basic (STAR method),Daily Tech Reading,Azure Fundamentals,3,1124,20,Average,Yes - Strong Referral,None,0.58,1,Offer from Startup,No
T3CS0493,SAGE University,3,CSE,6.75,0,Systems,"C++, Python, Bash, Rust, Java","FastAPI, Django, Next.js",133,103,30,266,0.64,162,Candidate Master,0,Mid Startup (50-200),5,Original Team,Weekly,20,Knows basics well,DDIA,Moderate,Excellent,Highly Motivated,2,Practiced 30+,Books (DSA/System Design),Azure Fundamentals,0,697,0,No Resume Yet,Yes - Strong Referral,Passive (just LinkedIn),1.0,1,No Offer,No
T3CS0494,Shri Vaishnav Institute,3,CSE,6.35,0,Data Engineering,Python,Node.js,61,0,0,61,0.1,119,Candidate Master,0,Product Company,2,Original Team,Monthly,50,Surface knowledge,Grokking SD,Weak,Average,Low Effort,2,None,Books (DSA/System Design),Multiple Certs,3,2179,5,Weak,Yes - Weak Referral,Active Outreach,0.25,4,No Offer,No
T3CS0495,TIT Bhopal,3,CSE,7.59,0,Full Stack,"JavaScript, TypeScript, Go, Bash","Next.js, PyTorch, Node.js",235,122,93,450,0.7,279,Top 25% LeetCode,0,No Internship,4,Research Project,Daily,15,Knows basics well,None,Moderate,Excellent,Low Effort,20,None,Daily Tech Reading,Azure Fundamentals,5,1404,0,ATS Optimized,Professor Referral,Active Outreach,0.83,4,Offer from Product Company,No
T3CS0496,RJIT Gwalior,4,CSE,7.09,0,Backend,"Go, Rust, Java","Django, React",131,103,51,285,0.61,0,Master,1,Mid Startup (50-200),6,Original Team,Rarely,20,Knows basics well,Multiple SD Books,Strong,Below Average,Motivated,1,Basic (STAR method),Rarely,None,0,1043,20,ATS Optimized + Strong,Professor Referral,None,0.65,2,Offer from Startup,No
T3CS0497,TIT Bhopal,2,CSE,8.13,0,ML/AI,"Rust, Java, Python, C++, Bash, Kotlin, JavaScript","Node.js, PyTorch, Flutter, React",183,177,113,473,0.31,158,LeetCode Knight (near),1,MAANG/FAANG Adjacent,10,Open Source Contrib,Daily,1,Can design distributed systems,DDIA,Moderate,Average,Neutral,7,Basic (STAR method),Books (DSA/System Design),Meta Frontend Cert,3,1929,1,ATS Optimized,No Referral,None,0.77,0,Offer from Startup,No
T3CS0498,Patel College of Science,3,CSE,5.85,0,Full Stack,"Rust, TypeScript, Kotlin, C++, Go, JavaScript","PyTorch, React, Next.js, Spring Boot, Express",142,206,41,389,0.31,231,Master,2,Mid Startup (50-200),8,Open Source Contrib,Monthly,5,Knows basics,None,Weak,Good,Highly Motivated,1,None,Books (DSA/System Design),Azure Fundamentals,3,1013,3,Weak,Alumni Referral,Passive (just LinkedIn),0.82,0,No Offer,No
T3CS0499,SAGE University,3,CSE,9.88,0,Full Stack,"Kotlin, C++, TypeScript, Python, Bash","TensorFlow, Next.js, PyTorch, Spring Boot",213,200,20,433,0.64,396,Top 50% LeetCode,0,Service Company (Tier-2),4,Open Source Contrib,Monthly,0,Surface knowledge,Grokking SD,Strong,Poor,Highly Motivated,20,None,Weekly Tech Blogs,AWS Certified,0,226,0,Good but not ATS,Alumni Referral,Passive (just LinkedIn),0.79,4,No Offer,No
T3CS0500,SIRT Bhopal,2,CSE,9.94,0,Android/iOS,"TypeScript, JavaScript, Python, SQL","Spring Boot, FastAPI, Django",176,177,114,467,0.28,394,Unrated/NA,1,Open Source Contribution Only,1,Original Solo,Weekly,5,Surface knowledge,DDIA,Moderate,Excellent,Motivated,2,Practiced 30+,Rarely,Meta Frontend Cert,1,1828,0,ATS Optimized,Yes - Strong Referral,Passive (just LinkedIn),0.84,2,Offer from Mid Company,No
T3CS0501,Malwa Institute,3,CSE,8.64,4,Data Engineering,"Java, Rust, SQL, TypeScript, Bash, C++, Python","TensorFlow, FastAPI, Flutter, Django, Spring Boot",228,238,80,546,0.65,227,Top 25% LeetCode,2,No Internship,7,Original Solo,Daily,5,Can design distributed systems,None,Moderate,Good,Motivated,10,Fully Prepped,Books (DSA/System Design),AWS Certified,0,4917,0,Good but not ATS,Yes - Strong Referral,Passive (just LinkedIn),0.76,1,Offer from Product Company,No
T3CS0502,Oriental College,3,CSE,7.91,0,Backend,"C++, Go, JavaScript",FastAPI,54,0,58,112,0.19,102,Top 50% LeetCode,1,No Internship,4,Original Solo,Weekly,1,Not started,Grokking SD,Weak,Good,Passive,20,Practiced 30+,Books (DSA/System Design),Google ML Crash Course,1,2023,0,ATS Optimized + Strong,Yes - Strong Referral,None,0.91,0,No Offer,No
T3CS0503,Bansal College,3,CSE,6.89,0,Systems,"TypeScript, Rust, JavaScript, C++","TensorFlow, React, Node.js",144,170,22,336,0.21,376,LeetCode Knight (near),0,No Internship,10,Original Team,Weekly,50,Not started,None,Strong,Below Average,Passive,7,Practiced 10+,Occasional,AWS Certified,1,4966,0,ATS Optimized,Yes - Weak Referral,None,0.45,0,Multiple FAANG Offers,Yes
T3CS0504,Oriental College,2,CSE,9.16,5,Cybersecurity,"Go, Bash, Python, Rust, JavaScript, C++","Express, FastAPI, TensorFlow",161,146,42,349,0.43,126,Candidate Master,0,No Internship,4,Original Solo,Daily,50,No idea,None,Weak,Below Average,Motivated,30,None,Daily Tech Reading,Meta Frontend Cert,5,2452,0,Good but not ATS,Professor Referral,None,0.88,1,No Offer,No
T3CS0505,SGSITS Indore,4,CSE,8.58,0,Systems,"Python, JavaScript, Kotlin, Java, TypeScript","Flutter, TensorFlow, Node.js, React",270,42,107,419,0.97,252,Top 25% LeetCode,1,Open Source Contribution Only,9,Open Source Contrib,Weekly,0,Not started,DDIA,Moderate,Excellent,Highly Motivated,20,Basic (STAR method),Rarely,AWS Certified,1,2085,2,Average,Yes - Weak Referral,None,0.99,2,No Offer,No
T3CS0506,IES IPS Academy,3,CSE,6.23,0,Full Stack,SQL,FastAPI,137,16,25,178,0.13,19,LeetCode Knight (near),0,Startup (<10 emp),7,Team Clone,None,20,Knows basics,None,Moderate,Average,Neutral,0,Basic (STAR method),Occasional,Multiple Certs,0,4283,0,ATS Optimized,Yes - Strong Referral,Passive (just LinkedIn),0.16,1,No Offer,No
T3CS0507,Patel College of Science,3,CSE,9.6,0,Systems,"Bash, JavaScript","Next.js, Spring Boot, Express",22,0,0,22,0.12,169,Master,2,Product Company,4,Original Team,Monthly,10,Knows basics,None,Weak,Excellent,Low Effort,20,Basic (STAR method),Occasional,Google ML Crash Course,0,1080,5,No Resume Yet,Professor Referral,Active Outreach,0.75,4,No Offer,No
T3CS0508,Renaissance College,3,CSE,9.2,0,DevOps,"Bash, Python, Go",Spring Boot,117,70,5,192,0.32,0,Top 25% LeetCode,1,Service Company (Tier-2),5,Solo Clone,None,15,No idea,DDIA,Moderate,Poor,Neutral,30,Practiced 10+,Weekly Tech Blogs,None,5,2320,20,Weak,No Referral,Active Outreach,0.42,5,No Offer,No
T3CS0509,SAGE University,4,CSE,9.77,0,Android/iOS,"Java, Rust, Python, Bash, C++, Go","Spring Boot, FastAPI, Django",113,102,68,283,0.65,217,Top 50% LeetCode,1,Mid Startup (50-200),7,Original Team,Daily,50,Not started,Grokking SD,Moderate,Excellent,Low Effort,2,Basic (STAR method),Occasional,None,0,3190,15,Weak,Yes - Strong Referral,Active Outreach,0.97,3,No Offer,No
T3CS0510,Truba Institute,3,CSE,8.77,0,Android/iOS,Rust,Express,60,26,23,109,0.14,0,LeetCode Knight,0,Open Source Contribution Only,4,Open Source Contrib,None,10,Knows basics,Grokking + DDIA,None,Below Average,Passive,0,None,Books (DSA/System Design),GCP Associate,1,2630,0,Weak,Professor Referral,Passive (just LinkedIn),0.8,2,No Offer,No
T3CS0511,LNCT Bhopal,4,CSE,8.26,0,Data Engineering,"Rust, TypeScript, Python, SQL, Kotlin",React,150,119,72,341,0.21,0,Expert (CF),0,No Internship,4,Original Team,Rarely,10,Not started,Grokking SD,Weak,Below Average,Motivated,2,Practiced 10+,Weekly Tech Blogs,Multiple Certs,5,2563,0,ATS Optimized,No Referral,Active Outreach,0.62,1,No Offer,No
T3CS0512,Shri Vaishnav Institute,2,CSE,7.38,1,Full Stack,C++,"Next.js, TensorFlow",127,0,1,128,0.22,0,Unrated/NA,2,Small Startup (10-50),4,Research Project,Daily,1,Knows basics well,None,Moderate,Poor,Neutral,10,Basic (STAR method),Rarely,Multiple Certs,0,3292,0,ATS Optimized + Strong,Yes - Strong Referral,Passive (just LinkedIn),0.67,2,No Offer,No
T3CS0513,SAGE University,3,CSE,9.7,0,Android/iOS,"Bash, Kotlin, TypeScript, Rust, Python, C++, Java","FastAPI, Spring Boot, Next.js, React, Express, Flutter",154,149,92,395,0.63,215,Candidate Master,1,Small Startup (10-50),7,Open Source Contrib,None,15,Can design distributed systems,Grokking SD,Moderate,Good,Motivated,2,Basic (STAR method),Never,Azure Fundamentals,0,4621,2,Weak,Yes - Strong Referral,Passive (just LinkedIn),0.92,0,Offer from Mid Company,No
T3CS0514,Shri Vaishnav Institute,2,CSE,9.4,4,Full Stack,"TypeScript, SQL, Go, C++, Python, Rust, Kotlin, JavaScript","FastAPI, Node.js, Django, PyTorch, TensorFlow",202,123,94,419,0.47,343,Newbie,3,Startup (<10 emp),8,Research Project,Weekly,20,No idea,None,None,Excellent,Neutral,15,Basic (STAR method),Rarely,Google ML Crash Course,0,3586,0,ATS Optimized + Strong,Yes - Strong Referral,Active Outreach,0.44,5,No Offer,No
T3CS0515,Malwa Institute,4,CSE,5.7,0,ML/AI,"JavaScript, Bash, Kotlin, C++, Rust","Next.js, Spring Boot, Express, Django, PyTorch",205,222,83,510,0.41,266,LeetCode Knight (near),1,Service Company (Tier-2),11,Original Solo,Daily,1,Knows basics well,None,Moderate,Poor,Highly Motivated,10,Basic (STAR method),Books (DSA/System Design),Meta Frontend Cert,1,4431,1,ATS Optimized,Yes - Strong Referral,None,0.3,3,No Offer,No
T3CS0516,Renaissance College,2,CSE,5.62,0,ML/AI,C++,Django,0,0,11,11,0.2,0,LeetCode Knight (near),1,Service Company (Tier-3),3,Production Deployed,Weekly,15,Surface knowledge,None,Weak,Poor,Neutral,3,Practiced 30+,Books (DSA/System Design),Multiple Certs,0,2947,5,Average,Professor Referral,None,0.49,1,No Offer,No
T3CS0517,Patel College of Science,3,CSE,7.19,0,Android/iOS,"Bash, Kotlin, C++","PyTorch, Next.js",59,88,19,166,0.11,0,Top 10% LeetCode,1,Mid Startup (50-200),3,Solo Clone,Weekly,20,No idea,None,Moderate,Average,Low Effort,15,Practiced 10+,Never,None,0,3959,10,ATS Optimized + Strong,Yes - Weak Referral,None,0.56,2,No Offer,No
T3CS0518,Bansal College,3,CSE,9.15,0,DevOps,C++,"Flutter, Next.js",99,145,22,266,0.45,5,Top 10% LeetCode,0,Open Source Contribution Only,2,Open Source Contrib,Monthly,2,Knows basics,Grokking SD,Weak,Poor,Passive,1,Basic (STAR method),Rarely,Azure Fundamentals,0,2813,2,Average,Professor Referral,Active Outreach,0.52,3,No Offer,No
T3CS0519,Malwa Institute,2,CSE,9.94,0,Systems,"Java, C++, Rust, TypeScript","React, FastAPI, TensorFlow, Flutter, Spring Boot",147,174,38,359,0.39,304,Pupil,0,Service Company (Tier-3),3,Solo Clone,Weekly,50,Surface knowledge,Grokking SD,None,Good,Neutral,30,Practiced 30+,Books (DSA/System Design),GCP Associate,3,2583,20,Good but not ATS,Yes - Strong Referral,Strong Network,0.37,2,No Offer,No
